"employee_id","language","proficiency"
"t_34","Turkish","1"
"t_35","Chinese","1"
"t_35","Dutch","0"
"t_35","English","1"
"t_36","Dutch","1"
"t_36","English","1"
"t_36","French","1"
"t_37","English","1"
"t_37","Tamil","1"
"t_38","Dutch","0"
"t_38","English","1"
"t_38","French","0"
"t_38","Vietnamese","1"
"t_39","Dutch","0"
"t_39","English","1"
"t_39","Turkish","1"
"t_41","Dutch","1"
"t_41","English","1"
"t_41","French","1"
"t_44","Dutch","1"
"t_44","English","1"
"t_45","Dutch","1"
"t_45","English","1"
"t_45","French","0"
"t_45","German","1"
"t_46","English","1"
"t_46","French","0"
"t_46","Italian","1"
"t_46","Spanish","1"
"t_47","Dutch","0"
"t_47","English","1"
"t_47","Turkish","1"
"t_48","English","1"
"t_48","German","1"
"t_48","Portuguese","1"
"t_50","Bulgarian","1"
"t_50","English","1"
"t_50","German","1"
"t_52","English","1"
"t_52","French","1"
"t_52","Italian","0"
"t_53","English","1"
"t_54","Dutch","0"
"t_54","English","1"
"t_56","English","1"
"t_56","German","0"
"t_56","Polish","1"
"t_58","English","1"
"t_58","French","0"
"t_58","Vietnamese","1"
"t_59","English","1"
"t_59","French","0"
"t_59","German","0"
"t_59","Spanish","1"
"t_60","Dutch","1"
"t_60","English","1"
"t_60","French","0"
"t_60","German","0"
"t_60","Swedish","0"
"t_61","Dutch","1"
"t_61","English","1"
"t_61","French","0"
"t_61","Russian","1"
"t_61","Ukrainian","1"
"t_62","English","1"
"t_62","French","0"
"t_62","Vietnamese","1"
"t_63","Dutch","0"
"t_63","English","1"
"t_64","Dutch","0"
"t_64","English","1"
"t_64","Vietnamese","1"
"t_65","Dutch","1"
"t_65","English","1"
"t_65","French","0"
"t_67","Dutch","1"
"t_67","English","1"
"t_67","French","1"
"t_67","Spaans","0"
"t_68","Dutch","0"
"t_68","English","1"
"t_68","Russian","1"
"t_68","Ukrainian","1"
"t_68","Vietnamese","1"
"t_70","Dutch","0"
"t_70","English","1"
"t_70","Italian","0"
"t_70","Spanish","1"
"t_71","Bulgarian","1"
"t_71","English","1"
"t_71","German","1"
"t_71","Italian","1"
"t_72","Dutch","1"
"t_72","English","1"
"t_72","French","0"
"t_73","Dutch","1"
"t_74","English","1"
"t_74","French","0"
"t_74","Punjabi","1"
"t_74","Urdu","1"
"t_75","English","1"
"t_75","German","0"
"t_75","Hindi","1"
"t_75","Tamil","1"
"t_76","English","1"
"t_76","French","1"
"t_78","English","1"
"t_78","Italian","1"
"t_79","Dutch","0"
"t_79","English","1"
"t_80","Arabic","1"
"t_80","Dutch","0"
"t_80","English","1"
"t_80","French","1"
"t_80","Spanish","1"
"t_81","Dutch","0"
"t_81","English","1"
"t_81","Vietnamese","1"
"t_82","Dutch","1"
"t_82","English","1"
"t_82","French","1"
"t_82","German","0"
"t_83","English","1"
"t_83","German","0"
"t_83","Slovak","1"
"t_84","Dutch","1"
"t_84","English","1"
"t_84","French","0"
"t_84","German","0"
"t_85","Danish","1"
"t_85","English","1"
"t_85","Norwegian","1"
"t_87","Dutch","1"
"t_87","English","1"
"t_87","French","1"
"t_87","German","0"
"t_87","Italian","0"
"t_88","English","1"
"t_88","German","1"
"t_88","Spanish","1"
"t_89","English","1"
"t_89","Chinese","1"
"t_90","Bulgarian","1"
"t_90","English","1"
"t_90","German","1"
"t_93","English","1"
"t_93","French","1"
"t_93","Dutch","1"
"t_94","English","1"
"t_94","Greek","1"
"t_96","French","0"
"t_96","English","1"
"t_96","Italiano","1"
"t_97","Chinese","0"
"t_97","English","1"
"t_97","French","1"
"t_97","Dutch","1"
"t_98","Dutch","0"
"t_98","French","1"
"t_98","English","1"
"t_98","Italiano","1"
"t_98","Spagnolo","0"
"t_99","Chinese","1"
"t_99","English","1"
"t_99","French","0"
"t_100","Danish","0"
"t_100","Dutch","1"
"t_100","English","1"
"t_100","French","1"
"t_100","German","0"
"t_102","Cantonese","0"
"t_102","Chinese","1"
"t_102","Dutch","0"
"t_102","English","1"
"t_102","French","0"
"t_103","English","1"
"t_103","French","1"
"t_103","Japonais","0"
"t_103","Dutch","1"
"t_104","Dutch","1"
"t_104","English","1"
"t_104","French","1"
"t_105","English","1"
"t_105","Urdu","1"
"t_106","Dutch","0"
"t_106","English","1"
"t_106","Serbian","1"
"t_107","English","1"
"t_107","French","0"
"t_107","German","1"
"t_107","Romanian","0"
"t_108","English","1"
"t_108","Greek","1"
"t_109","Dutch","1"
"t_109","English","1"
"t_109","French","0"
"t_109","German","0"
"t_110","Dutch","1"
"t_110","English","1"
"t_110","French","1"
"t_110","German","0"
"t_111","Bengali","1"
"t_111","English","1"
"t_111","Hindi","0"
"t_111","Sanskrit","0"
"t_111","Spanish","0"
"t_112","Chinese","1"
"t_112","English","1"
"t_113","English","1"
"t_113","French","0"
"t_113","Dutch","1"
"t_114","Dutch","1"
"t_114","English","1"
"t_114","French","0"
"t_115","Dutch","1"
"t_115","English","1"
"t_115","French","1"
"t_115","German","0"
"t_115","Russian","0"
"t_116","English","1"
"t_117","Dutch","1"
"t_117","English","1"
"t_117","French","0"
"t_117","German","0"
"t_117","Spanish","0"
"t_121","English","1"
"t_121","French","1"
"t_121","German","0"
"t_122","Dutch","1"
"t_122","English","1"
"t_122","French","0"
"t_122","German","0"
"t_123","English","1"
"t_123","German","1"
"t_124","English","1"
"t_124","Spanish","1"
"t_125","Albanian","1"
"t_125","English","1"
"t_125","German","0"
"t_125","Italian","0"
"t_125","Spanish","1"
"t_125","Turkish","0"
"t_126","Dutch","0"
"t_126","English","1"
"t_126","Italian","0"
"t_126","Punjabi","1"
"t_127","Dutch","1"
"t_127","English","1"
"t_127","French","0"
"t_128","German","1"
"t_129","Dutch","1"
"t_129","English","1"
"t_129","French","1"
"t_129","German","0"
"t_131","Albanian","1"
"t_131","English","1"
"t_131","Italian","0"
"t_131","Dutch","0"
"t_132","Chinese","1"
"t_132","Dutch","0"
"t_132","English","1"
"t_134","Arabic","1"
"t_134","English","1"
"t_134","French","1"
"t_135","English","1"
"t_135","German","0"
"t_135","Turkish","1"
"t_136","Chinese","0"
"t_136","English","1"
"t_136","French","1"
"t_136","Vietnamese","0"
"t_137","Dutch","1"
"t_137","English","1"
"t_137","French","0"
"t_137","Japanese","0"
"t_138","Danish","0"
"t_138","Dutch","0"
"t_138","English","1"
"t_138","German","1"
"t_138","Indonesian","0"
"t_141","Dutch","0"
"t_141","English","1"
"t_141","French","0"
"t_141","Greek","1"
"t_144","Spanish","1"
"t_144","English","1"
"t_145","Danish","1"
"t_145","Dutch","1"
"t_145","English","1"
"t_145","French","0"
"t_145","German","0"
"t_145","Spanish","0"
"t_146","Dutch","1"
"t_146","English","1"
"t_146","French","0"
"t_147","English","1"
"t_147","Spanish","0"
"t_148","Dutch","1"
"t_148","English","1"
"t_148","French","1"
"t_149","English","1"
"t_149","French","0"
"t_149","Greek","1"
"t_151","Dutch","1"
"t_151","English","1"
"t_151","French","1"
"t_151","Spanish","0"
"t_152","Dutch","1"
"t_152","English","1"
"t_152","French","0"
"t_153","English","1"
"t_153","Italian","1"
"t_153","Spanish","1"
"t_154","English","1"
"t_154","Spanish","0"
"t_155","Dutch","0"
"t_155","English","1"
"t_155","French","1"
"t_155","German","1"
"t_156","Assamese","1"
"t_156","English","1"
"t_156","French","0"
"t_156","Hindi","1"
"t_157","Dutch","0"
"t_157","English","1"
"t_157","German","0"
"t_157","Russian","0"
"t_157","Serbo-Croatian","1"
"t_158","Dutch","0"
"t_158","English","1"
"t_158","Spanish","1"
"t_159","English","1"
"t_159","German","1"
"t_160","Dutch","1"
"t_160","English","1"
"t_160","French","1"
"t_160","Spanish","1"
"t_161","English","1"
"t_161","Hindi","1"
"t_162","Dutch","1"
"t_162","English","1"
"t_162","French","0"
"t_162","Spanish","1"
"t_163","English","1"
"t_164","Chinese","1"
"t_164","Dutch","1"
"t_164","English","1"
"t_164","French","0"
"t_166","Spanish","1"
"t_166","English","1"
"t_167","Dutch","0"
"t_167","English","1"
"t_167","French","0"
"t_167","Spanish","1"
"t_168","Dutch","0"
"t_168","English","1"
"t_168","French","0"
"t_169","Dutch","0"
"t_169","English","1"
"t_169","Italian","1"
"t_169","Spanish","1"
"t_170","English","1"
"t_170","Romanian","1"
"t_173","English","1"
"t_173","French","0"
"t_174","Felemenkçe","0"
"t_174","Türkçe","1"
"t_174","English","1"
"t_175","English","1"
"t_175","Greek","1"
"t_177","Dutch","0"
"t_177","English","1"
"t_177","German","0"
"t_177","Tamil","1"
"t_178","Chinese","1"
"t_178","Dutch","0"
"t_178","English","1"
"t_178","Japanese","0"
"t_179","English","1"
"t_179","French","0"
"t_179","Russian","1"
"t_179","Turkish","1"
"t_180","English","1"
"t_180","French","0"
"t_180","Urdu","1"
"t_181","Dutch","0"
"t_181","English","1"
"t_181","French","0"
"t_181","Korean","1"
"t_183","Chinese","1"
"t_183","English","1"
"t_184","Chinese","0"
"t_184","Dutch","0"
"t_184","English","1"
"t_184","German","1"
"t_184","Greek","1"
"t_185","English","1"
"t_185","Spanish","1"
"t_187","czech","1"
"t_187","English","1"
"t_187","russian","0"
"t_187","španělština","0"
"t_188","Dutch","1"
"t_188","English","1"
"t_188","French","0"
"t_190","English","1"
"t_190","French","1"
"t_190","Dutch","1"
"t_191","Dutch","1"
"t_191","English","1"
"t_191","French","1"
"t_191","German","1"
"t_191","Spanish","0"
"t_192","Dutch","0"
"t_192","English","1"
"t_192","French","0"
"t_192","Hindi","1"
"t_192","Kannada","1"
"t_192","Marathi","1"
"t_194","Dutch","1"
"t_194","English","1"
"t_194","French","0"
"t_194","German","0"
"t_196","Dutch","0"
"t_196","English","1"
"t_196","French","0"
"t_196","Galician","1"
"t_196","German","1"
"t_196","Spanish","1"
"t_197","Dutch","1"
"t_197","English","1"
"t_197","Persian","1"
"t_198","Alemán","0"
"t_198","Spanish","1"
"t_198","Francés","1"
"t_198","English","1"
"t_198","Italiano","1"
"t_198","Turco","0"
"t_199","English","1"
"t_199","French","1"
"t_199","Dutch","1"
"t_200","Spanish","1"
"t_200","English","1"
"t_200","Dutch","0"
"t_200","Sueco","0"
"t_201","English","1"
"t_201","French","0"
"t_201","Greek","1"
"t_202","Dutch","1"
"t_202","English","1"
"t_202","French","1"
"t_202","German","0"
"t_203","Dutch","0"
"t_203","English","1"
"t_203","French","0"
"t_203","Greek","1"
"t_204","Dutch","1"
"t_204","English","1"
"t_204","French","0"
"t_204","Spanish","1"
"t_205","German","1"
"t_205","English","1"
"t_205","Dutch","1"
"t_205","Spanish","1"
"t_206","Dutch","1"
"t_206","English","1"
"t_206","French","1"
"t_206","German","0"
"t_206","Spanish","0"
"t_208","Dutch","0"
"t_208","English","1"
"t_208","French","0"
"t_208","Greek","1"
"t_210","English","1"
"t_210","French","0"
"t_210","Dutch","1"
"t_210","Turks","1"
"t_211","Dutch","1"
"t_211","English","1"
"t_211","French","0"
"t_213","French","0"
"t_213","English","1"
"t_213","Italiano","1"
"t_213","Spagnolo","1"
"t_215","Dutch","1"
"t_215","English","1"
"t_215","French","0"
"t_216","Dutch","1"
"t_216","English","1"
"t_216","French","0"
"t_217","Bokmål, Norwegian","0"
"t_217","English","1"
"t_217","French","0"
"t_217","Turkish","1"
"t_218","Dutch","1"
"t_218","English","1"
"t_219","English","1"
"t_219","French","1"
"t_219","Dutch","1"
"t_221","Albanian","1"
"t_221","English","1"
"t_221","Italian","0"
"t_222","German","0"
"t_222","English","1"
"t_222","French","1"
"t_222","Dutch","1"
"t_224","English","1"
"t_224","French","0"
"t_224","Greek","1"
"t_224","Spanish","0"
"t_225","English","1"
"t_225","Greek","1"
"t_228","Dutch","0"
"t_228","English","1"
"t_228","Persian","1"
"t_228","Turkish (Azerbaijani)","1"
"t_229","Dutch","1"
"t_229","English","1"
"t_229","French","1"
"t_229","German","0"
"t_229","Spanish","0"
"t_231","English","1"
"t_231","German","0"
"t_231","Greek","1"
"t_233","English","1"
"t_233","Polish","1"
"t_233","Spanish","0"
"t_233","arabski","0"
"t_234","German","1"
"t_234","English","1"
"t_234","French","1"
"t_234","Dutch","1"
"t_234","Spaans","1"
"t_235","English","1"
"t_235","German","0"
"t_235","Hungarian","1"
"t_236","English","1"
"t_236","German","1"
"t_236","Portuguese","1"
"t_236","Spanish","0"
"t_238","Dutch","0"
"t_238","English","1"
"t_238","French","0"
"t_238","Hindi","1"
"t_238","Kannada","1"
"t_238","Marathi","1"
"t_239","English","1"
"t_239","Dutch","1"
"t_241","Dutch","1"
"t_241","English","1"
"t_241","French","0"
"t_242","Dutch","1"
"t_242","English","1"
"t_244","Dutch","0"
"t_244","English","1"
"t_244","Spanish","1"
"t_245","English","1"
"t_245","French","1"
"t_245","Spanish","1"
"t_246","Czech","1"
"t_246","English","1"
"t_246","German","0"
"t_246","Slovak","1"
"t_247","Catalán","1"
"t_247","Spanish","1"
"t_247","Francés","0"
"t_247","English","1"
"t_248","Dutch","1"
"t_248","English","1"
"t_248","French","0"
"t_249","English","1"
"t_249","Spanish","1"
"t_250","Dutch","1"
"t_250","English","1"
"t_250","Italian","1"
"t_251","Dutch","1"
"t_251","English","1"
"t_251","French","0"
"t_251","German","0"
"t_252","English","1"
"t_252","Persian","1"
"t_253","Dutch","1"
"t_253","English","1"
"t_253","French","1"
"t_253","Spanish","0"
"t_254","English","1"
"t_254","French","0"
"t_254","Dutch","1"
"t_254","Pools","0"
"t_254","Spaans","0"
"t_255","English","1"
"t_255","Hindi","1"
"t_256","Czech","0"
"t_256","Dutch","1"
"t_256","English","1"
"t_256","Portuguese","1"
"t_256","Russian","1"
"t_256","Spanish","0"
"t_257","German","0"
"t_257","English","1"
"t_257","French","0"
"t_258","Dutch","1"
"t_258","English","1"
"t_259","English","1"
"t_259","Hindi","0"
"t_259","Tamil","0"
"t_259","Telugu","1"
"t_260","Dutch","1"
"t_260","English","1"
"t_260","French","0"
"t_262","English","1"
"t_262","Dutch","1"
"t_263","Dutch","1"
"t_263","English","1"
"t_263","French","0"
"t_263","German","0"
"t_264","English","1"
"t_265","Chinese","1"
"t_265","English","1"
"t_266","Dutch","1"
"t_266","English","1"
"t_266","French","1"
"t_266","Spanish","0"
"t_267","Dutch","1"
"t_267","English","1"
"t_269","Dutch","1"
"t_269","English","1"
"t_269","French","0"
"t_269","German","0"
"t_270","Chinese","1"
"t_270","Dutch","0"
"t_270","English","1"
"t_271","Dutch","1"
"t_271","English","1"
"t_271","French","0"
"t_271","Spanish","0"
"t_272","Dutch","1"
"t_272","English","1"
"t_272","French","0"
"t_272","German","0"
"t_273","German","0"
"t_273","English","1"
"t_273","French","1"
"t_273","Dutch","1"
"t_275","Dutch","1"
"t_275","English","1"
"t_275","French","1"
"t_275","German","0"
"t_275","Icelandic","0"
"t_277","English","1"
"t_277","Dutch","1"
"t_277","Spaans","0"
"t_278","Dutch","1"
"t_278","English","1"
"t_278","French","1"
"t_278","German","0"
"t_279","Dutch","0"
"t_279","English","1"
"t_279","French","1"
"t_279","Spanish","0"
"t_280","Spanish","1"
"t_280","Francés","0"
"t_280","Gallego","1"
"t_280","German","0"
"t_280","English","1"
"t_280","Japonés","0"
"t_281","English","1"
"t_281","Hindi","1"
"t_284","German","0"
"t_284","English","1"
"t_284","French","0"
"t_284","Dutch","1"
"t_285","Dutch","1"
"t_285","English","1"
"t_285","French","0"
"t_285","German","0"
"t_285","Italian","0"
"t_287","Dutch","1"
"t_287","English","1"
"t_287","French","0"
"t_287","German","0"
"t_288","German","0"
"t_290","Dutch","0"
"t_290","English","1"
"t_290","Italian","1"
"t_291","English","1"
"t_291","French","0"
"t_291","Hindi","1"
"t_293","English","1"
"t_293","French","1"
"t_293","Dutch","1"
"t_295","Dutch","1"
"t_295","English","1"
"t_295","French","1"
"t_297","Dutch","0"
"t_297","English","1"
"t_297","French","1"
"t_297","German","0"
"t_298","English","1"
"t_298","German","0"
"t_298","Italian","1"
"t_299","Dutch","0"
"t_299","English","1"
"t_299","Italian","0"
"t_299","Persian","1"
"t_300","English","1"
"t_300","French","1"
"t_300","Dutch","1"
"t_301","Dutch","1"
"t_301","English","1"
"t_301","French","1"
"t_302","English","1"
"t_302","Italian","0"
"t_302","Polish","1"
"t_302","Russian","0"
"t_302","Spanish","1"
"t_304","German","0"
"t_304","English","1"
"t_304","French","1"
"t_304","Dutch","1"
"t_305","German","1"
"t_305","English","1"
"t_305","French","1"
"t_305","Dutch","1"
"t_305","Portugees","0"
"t_305","Spaans","1"
"t_306","English","1"
"t_307","Dutch","1"
"t_307","English","1"
"t_307","French","0"
"t_307","German","0"
"t_308","Dutch","1"
"t_308","English","1"
"t_308","French","0"
"t_308","German","0"
"t_312","Dutch","1"
"t_312","English","1"
"t_312","French","0"
"t_316","Dutch","0"
"t_316","English","1"
"t_316","Malayalam","0"
"t_316","Tamil","1"
"t_317","Azerbaijani","1"
"t_317","English","1"
"t_317","Russian","0"
"t_317","Turkish","1"
"t_318","Dutch","1"
"t_318","English","1"
"t_318","French","1"
"t_319","English","1"
"t_319","Italiano","1"
"t_319","Spagnolo","1"
"t_321","Dutch","0"
"t_321","English","1"
"t_321","Italian","0"
"t_321","Spanish","1"
"t_323","English","1"
"t_323","Greek","1"
"t_324","English","1"
"t_324","French","0"
"t_324","Dutch","1"
"t_325","English","1"
"t_325","French","1"
"t_325","Dutch","1"
"t_325","Portugees","0"
"t_325","Spanish","0"
"t_329","English","1"
"t_329","French","0"
"t_329","Greek","1"
"t_330","Dutch","1"
"t_330","English","1"
"t_330","French","1"
"t_330","German","0"
"t_330","Swedish","0"
"t_332","Dutch","1"
"t_332","English","1"
"t_332","French","1"
"t_332","Spanish","0"
"t_333","Dutch","1"
"t_333","English","1"
"t_333","French","1"
"t_333","German","0"
"t_333","Italian","0"
"t_334","Dutch","1"
"t_334","English","1"
"t_334","French","0"
"t_334","German","1"
"t_336","English","1"
"t_336","German","0"
"t_336","Polish","1"
"t_338","English","1"
"t_338","Dutch","1"
"t_339","Dutch","0"
"t_339","English","1"
"t_339","Spanish","1"
"t_339","French","1"
"t_339","Italiano","1"
"t_340","Dutch","1"
"t_340","English","1"
"t_340","French","1"
"t_343","English","1"
"t_343","German","1"
"t_343","Italian","1"
"t_343","Spanish","1"
"t_344","Dutch","0"
"t_344","French: Sorbonne 1","0"
"t_344","Greek","1"
"t_345","Dutch","1"
"t_345","English","1"
"t_345","French","1"
"t_346","German","0"
"t_346","English","1"
"t_346","French","1"
"t_346","Dutch","1"
"t_347","Dutch","1"
"t_347","English","1"
"t_347","French","0"
"t_347","German","0"
"t_348","Dutch","1"
"t_348","English","1"
"t_348","French","1"
"t_348","German","0"
"t_348","Russian","1"
"t_348","Spanish","0"
"t_349","English","1"
"t_349","German","0"
"t_349","Greek","1"
"t_350","Bulgarian","1"
"t_350","English","1"
"t_350","French","0"
"t_350","German","1"
"t_351","Dutch","1"
"t_351","English","1"
"t_351","French","1"
"t_351","German","0"
"t_351","Spanish","0"
"t_355","English","1"
"t_355","French","0"
"t_355","Spanish","1"
"t_357","Cantonese","1"
"t_357","Dutch","1"
"t_357","English","1"
"t_357","French","0"
"t_357","German","0"
"t_358","Dutch","1"
"t_358","English","1"
"t_358","French","1"
"t_358","Swedish","0"
"t_359","Dutch","1"
"t_359","English","1"
"t_359","Italian","1"
"t_359","Spanish","1"
"t_360","English","1"
"t_360","French","0"
"t_360","Dutch","1"
"t_362","Alemão","1"
"t_362","Espanhol","1"
"t_362","French","0"
"t_362","English","1"
"t_362","Português","1"
"t_363","English","1"
"t_363","French","1"
"t_368","Dutch","1"
"t_368","English","1"
"t_368","French","0"
"t_368","German","0"
"t_368","Hungarian","0"
"t_369","English","1"
"t_369","Greek","1"
"t_370","Chinese","1"
"t_370","Dutch","0"
"t_370","English","1"
"t_371","Chinese","0"
"t_371","Dutch","1"
"t_371","English","1"
"t_371","French","1"
"t_371","German","1"
"t_371","Portuguese","0"
"t_371","Spanish","1"
"t_372","Dutch","1"
"t_372","English","1"
"t_372","French","1"
"t_372","German","0"
"t_372","Spanish","1"
"t_373","Dutch","1"
"t_373","English","1"
"t_373","French","1"
"t_373","Spanish","1"
"t_374","English","1"
"t_374","Hindi","1"
"t_374","Punjabi","1"
"t_377","Dutch","1"
"t_377","English","1"
"t_377","French","0"
"t_378","Dutch","1"
"t_378","English","1"
"t_378","German","0"
"t_378","Polish","1"
"t_378","Russian","0"
"t_380","Dutch","1"
"t_380","English","1"
"t_380","French","0"
"t_381","Dutch","1"
"t_381","English","1"
"t_381","French","0"
"t_383","Dutch","1"
"t_383","English","1"
"t_383","French","0"
"t_383","Spanish","0"
"t_384","Dutch","1"
"t_384","English","1"
"t_384","French","0"
"t_384","German","0"
"t_384","Turkish","1"
"t_385","Dutch","1"
"t_385","English","1"
"t_385","French","1"
"t_385","German","0"
"t_385","Chinese","0"
"t_386","Dutch","0"
"t_386","English","1"
"t_386","French","0"
"t_386","German","0"
"t_386","Serbian","1"
"t_389","Spanish","1"
"t_389","English","1"
"t_390","Dutch","1"
"t_390","English","1"
"t_390","French","0"
"t_390","German","0"
"t_390","Spanish","0"
"t_391","English","1"
"t_391","French","0"
"t_391","Portuguese","1"
"t_393","English","1"
"t_393","hiszpański","0"
"t_393","polski","1"
"t_393","rosyjski","1"
"t_394","Dutch","1"
"t_394","English","1"
"t_394","French","0"
"t_394","German","0"
"t_395","English","1"
"t_395","French","1"
"t_395","Dutch","1"
"t_396","Dutch","0"
"t_396","English","1"
"t_396","French","1"
"t_396","German","1"
"t_396","Portuguese","0"
"t_396","Russian","0"
"t_397","Dutch","1"
"t_397","English","1"
"t_397","French","0"
"t_398","German","0"
"t_398","English","1"
"t_398","French","1"
"t_398","Dutch","1"
"t_399","Dutch","1"
"t_399","English","1"
"t_399","French","0"
"t_399","Spanish","1"
"t_400","Bengali","1"
"t_400","English","1"
"t_400","Hindi","0"
"t_401","Catalá","1"
"t_401","Spanish","1"
"t_401","English","1"
"t_402","Dutch","1"
"t_402","English","1"
"t_402","French","0"
"t_403","English","1"
"t_403","French","0"
"t_403","Dutch","1"
"t_405","English","1"
"t_405","French","1"
"t_405","Dutch","1"
"t_406","Dutch/néerlandais/Nederlands","1"
"t_406","English/anglais/Engels","1"
"t_406","French/francais/Frans","1"
"t_408","English","1"
"t_408","French","1"
"t_408","Dutch","1"
"t_409","Dutch","1"
"t_409","English","1"
"t_409","French","0"
"t_409","German","0"
"t_410","Dutch","1"
"t_410","English","1"
"t_410","French","1"
"t_413","Dutch","0"
"t_413","English","1"
"t_413","French","0"
"t_413","Yoruba","1"
"t_416","Dutch","1"
"t_416","English","1"
"t_416","French","0"
"t_416","Swedish","0"
"t_417","Dutch","0"
"t_417","English","1"
"t_417","German","0"
"t_417","Italian","1"
"t_419","Dutch","1"
"t_419","English","1"
"t_419","French","0"
"t_420","Dutch","1"
"t_420","English","1"
"t_420","French","0"
"t_422","Dutch","1"
"t_422","English","1"
"t_422","French","0"
"t_422","Spanish","0"
"t_423","English","1"
"t_423","Portuguese","1"
"t_423","Spanish","1"
"t_425","English","1"
"t_425","Hindi","1"
"t_425","Kannada","1"
"t_425","Marathi","1"
"t_427","German","0"
"t_427","English","1"
"t_427","French","1"
"t_427","Moroccan Arabic","1"
"t_427","Dutch","1"
"t_430","Czech","1"
"t_430","Dutch","0"
"t_430","English","1"
"t_430","French","0"
"t_432","Dutch","1"
"t_432","English","1"
"t_432","French","0"
"t_434","Dutch","1"
"t_434","English","1"
"t_434","French","0"
"t_435","English","1"
"t_435","French","0"
"t_435","Dutch","1"
"t_439","Dutch","1"
"t_439","English","1"
"t_439","French","1"
"t_439","German","0"
"t_443","Dutch","1"
"t_443","English","1"
"t_443","French","1"
"t_443","Spanish","0"
"t_444","Dutch","1"
"t_444","English","1"
"t_444","French","0"
"t_444","Italian","0"
"t_445","Arabic","1"
"t_445","English","1"
"t_445","French","1"
"t_446","English","1"
"t_446","Italian","0"
"t_446","Russian","0"
"t_446","Spanish","1"
"t_447","Dutch","1"
"t_447","English","1"
"t_447","French","1"
"t_447","Spanish","1"
"t_448","Dutch","1"
"t_448","English","1"
"t_448","French","1"
"t_448","German","0"
"t_449","Dutch","1"
"t_449","English","1"
"t_449","French","1"
"t_451","Dutch","1"
"t_451","English","1"
"t_451","French","1"
"t_451","German","0"
"t_451","Spanish","0"
"t_452","Spanish","1"
"t_452","Euskera","1"
"t_452","English","1"
"t_453","Dutch","1"
"t_453","English","1"
"t_453","French","1"
"t_453","German","0"
"t_453","Spanish","1"
"t_455","Spanish","1"
"t_455","Francés","0"
"t_455","English","1"
"t_455","Italiano","0"
"t_457","Dutch","1"
"t_457","English","1"
"t_457","French","1"
"t_457","German","0"
"t_457","Spanish","0"
"t_459","Amharic","1"
"t_459","Dutch","0"
"t_459","English","1"
"t_460","Dutch","1"
"t_460","English","1"
"t_463","Dutch","1"
"t_463","English","1"
"t_463","French","0"
"t_464","English","1"
"t_464","French","0"
"t_464","Dutch","1"
"t_466","Czech","1"
"t_466","English","1"
"t_466","German","0"
"t_466","Slovak","1"
"t_467","Dutch","1"
"t_467","English","1"
"t_468","Dutch","1"
"t_468","English","1"
"t_468","French","0"
"t_468","German","0"
"t_469","Dutch","1"
"t_469","English","1"
"t_469","French","1"
"t_471","Chinese","1"
"t_471","English","1"
"t_471","French","0"
"t_473","English","1"
"t_473","German","0"
"t_473","Hindi","1"
"t_473","Marathi","1"
"t_474","English","1"
"t_474","French","0"
"t_474","Dutch","1"
"t_475","German","1"
"t_475","English","1"
"t_475","French","0"
"t_475","Dutch","1"
